ngram,count,frequency_pct
no acute cardiopulmonary,1302,4.227821795038317
acute cardiopulmonary abnormality,633,2.055461748278997
acute cardiopulmonary disease,249,0.8085465644888946
no evidence of,227,0.7371087154175867
acute cardiopulmonary findings,225,0.7306143655020132
acute cardiopulmonary abnormalities,175,0.568255617612677
no acute pulmonary,153,0.496817768541369
acute cardiopulmonary process,148,0.48058189375243543
no active disease,148,0.48058189375243543
no acute disease,128,0.4156383945967008
evidence of active,122,0.39615534484998055
within normal limits,119,0.3864138199766204
lungs are clear,118,0.38316664501883363
heart size is,112,0.36368359527211325
size is normal,101,0.3279646707364593
of active disease,98,0.3182231458630991
acute radiographic cardiopulmonary,95,0.3084816209897389
no acute findings,94,0.3052344460319522
no acute radiographic,94,0.3052344460319522
radiographic cardiopulmonary process,94,0.3052344460319522
evidence of acute,92,0.29874009611637875
low lung volumes,90,0.29224574620080535
cardiopulmonary abnormality identified,87,0.2825042213274451
acute pulmonary disease,86,0.2792570463696584
of acute cardiopulmonary,80,0.25977399662293804
negative for acute,76,0.24678529679179115
heart size normal,74,0.24029094687621771
normal limits no,66,0.21431354721392387
no acute abnormality,56,0.18184179763605662
in the right,56,0.18184179763605662
mediastinal contour within,54,0.17534744772048316
contour within normal,54,0.17534744772048316
of the chest,54,0.17534744772048316
limits no acute,52,0.16885309780490973
there is no,52,0.16885309780490973
and clear lungs,49,0.15911157293154954
pleural effusion or,49,0.15911157293154954
clear lungs mediastinal,48,0.15586439797376284
lungs mediastinal contour,48,0.15586439797376284
effusion or pneumothorax,48,0.15586439797376284
in the left,47,0.1526172230159761
right upper lobe,47,0.1526172230159761
normal lungs are,44,0.14287569814261594
are clear no,43,0.1396285231848292
no radiographic evidence,43,0.1396285231848292
for acute cardiopulmonary,42,0.13638134822704248
bilateral pleural effusions,41,0.13313417326925575
radiographic evidence of,41,0.13313417326925575
acute cardiopulmonary finding,40,0.12988699831146902
no xxxx of,40,0.12988699831146902
active cardiopulmonary disease,39,0.1266398233536823
right lower lobe,39,0.1266398233536823
acute pulmonary abnormality,39,0.1266398233536823
without acute cardiopulmonary,39,0.1266398233536823
lung volumes with,37,0.12014547343810886
left lower lobe,36,0.11689829848032213
is normal and,35,0.1136511235225354
